listing_id,observed_nights,occupied_nights,occupancy_rate,estimated_revenue,average_booked_price
1606171,365,11,0.030136986301369864,0.0,
1609922,365,349,0.9561643835616438,0.0,
1614502,365,0,0.0,0.0,
1618842,365,52,0.14246575342465753,0.0,
1622794,365,60,0.1643835616438356,0.0,
1623894,365,272,0.7452054794520548,0.0,
1633025,365,0,0.0,0.0,
1633986,365,257,0.7041095890410959,0.0,
1651324,365,159,0.43561643835616437,0.0,
1652097,365,6,0.01643835616438356,0.0,
1652107,365,200,0.547945205479452,0.0,
1672979,365,0,0.0,0.0,
1684236,365,17,0.04657534246575343,0.0,
1686930,365,56,0.15342465753424658,0.0,
1686958,365,181,0.4958904109589041,0.0,
1692318,365,292,0.8,0.0,
1696015,365,75,0.2054794520547945,0.0,
1696194,365,4,0.010958904109589041,0.0,
1702092,365,0,0.0,0.0,
1707064,365,6,0.01643835616438356,0.0,
1709737,365,1,0.0027397260273972603,0.0,
1715582,365,271,0.7424657534246575,0.0,
1716901,365,270,0.7397260273972602,0.0,
1724849,365,39,0.10684931506849316,0.0,
1732280,365,4,0.010958904109589041,0.0,
1732441,365,0,0.0,0.0,
1733747,365,6,0.01643835616438356,0.0,
1737244,365,0,0.0,0.0,
1738425,365,6,0.01643835616438356,0.0,
1742425,365,285,0.7808219178082192,0.0,
1747184,365,244,0.6684931506849315,0.0,
1750010,365,162,0.4438356164383562,0.0,
1750681,365,134,0.36712328767123287,0.0,
1758935,365,17,0.04657534246575343,0.0,
1761870,365,271,0.7424657534246575,0.0,
1762354,365,365,1.0,0.0,
1763809,365,28,0.07671232876712329,0.0,
1764233,365,32,0.08767123287671233,0.0,
1768883,365,363,0.9945205479452055,0.0,
1772119,365,23,0.06301369863013699,0.0,
1773803,365,3,0.00821917808219178,0.0,
1775016,365,22,0.06027397260273973,0.0,
1777158,365,79,0.21643835616438356,0.0,
1778989,365,100,0.273972602739726,0.0,
1781723,365,349,0.9561643835616438,0.0,
1781873,365,186,0.5095890410958904,0.0,
1782140,365,65,0.1780821917808219,0.0,
1783382,365,13,0.03561643835616438,0.0,
1786923,365,16,0.043835616438356165,0.0,
1789341,365,191,0.5232876712328767,0.0,
1790020,365,0,0.0,0.0,
1793138,365,79,0.21643835616438356,0.0,
1796217,365,163,0.4465753424657534,0.0,
1796302,365,340,0.9315068493150684,0.0,
1796861,365,57,0.15616438356164383,0.0,
1797207,365,216,0.5917808219178082,0.0,
1799255,365,3,0.00821917808219178,0.0,
1802663,365,22,0.06027397260273973,0.0,
1806899,365,59,0.16164383561643836,0.0,
1815304,365,41,0.11232876712328767,0.0,
1815472,365,45,0.1232876712328767,0.0,
1815677,365,212,0.5808219178082191,0.0,
1817878,365,96,0.26301369863013696,0.0,
1818754,365,282,0.7726027397260274,0.0,
1818768,365,282,0.7726027397260274,0.0,
1820794,365,134,0.36712328767123287,0.0,
1826155,365,22,0.06027397260273973,0.0,
1827586,365,0,0.0,0.0,
1828232,365,157,0.4301369863013699,0.0,
1831338,365,0,0.0,0.0,
1833250,365,30,0.0821917808219178,0.0,
1840671,365,0,0.0,0.0,
1844791,365,71,0.19452054794520549,0.0,
1851837,365,209,0.5726027397260274,0.0,
1851863,365,71,0.19452054794520549,0.0,
1856253,365,3,0.00821917808219178,0.0,
1856851,365,176,0.4821917808219178,0.0,
1856970,365,3,0.00821917808219178,0.0,
1857141,365,294,0.8054794520547945,0.0,
1872885,365,132,0.36164383561643837,0.0,
1880734,365,1,0.0027397260273972603,0.0,
1882316,365,79,0.21643835616438356,0.0,
1885801,365,1,0.0027397260273972603,0.0,
1897000,365,2,0.005479452054794521,0.0,
1898511,365,285,0.7808219178082192,0.0,
1900698,365,52,0.14246575342465753,0.0,
1901706,365,28,0.07671232876712329,0.0,
1905473,365,34,0.09315068493150686,0.0,
1909058,365,19,0.052054794520547946,0.0,
1914051,365,56,0.15342465753424658,0.0,
1920477,365,13,0.03561643835616438,0.0,
1925661,365,42,0.11506849315068493,0.0,
1928010,365,25,0.0684931506849315,0.0,
1935439,365,95,0.2602739726027397,0.0,
1940787,365,196,0.536986301369863,0.0,
1944596,365,110,0.3013698630136986,0.0,
1950012,365,272,0.7452054794520548,0.0,
1950446,365,198,0.5424657534246575,0.0,
1954452,365,186,0.5095890410958904,0.0,
1956094,365,131,0.3589041095890411,0.0,
1956274,365,11,0.030136986301369864,0.0,
1956553,365,190,0.5205479452054794,0.0,
1961671,365,365,1.0,0.0,
1961950,365,359,0.9835616438356164,0.0,
1970725,365,0,0.0,0.0,
1974131,365,78,0.2136986301369863,0.0,
